PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3527;Parroquia Nuestra Señora de la Fuencisla;;;;Metro: Almendrales (línea 3).    Bus: 18, 22, 59, 76, 79, 85, 86, 6, 78.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c413db5b71c010VgnVCM1000000b205a0aRCRD;ANGELICA SEÑORA;PLAZA;V;1;;;;;MADRID;MADRID;28026;ALMENDRALES;USERA;440716;4470539;4.038.332.533.256.060;-36.984.498.911.589.000;914 765 727;;pnssoledad@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3535;Parroquia Nuestra Señora de la Granada;;;;Metro: Alsacia (línea 2).   Bus: 106, 70, 38, 4, 48, 167.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a4fef4d7f71c010VgnVCM1000000b205a0aRCRD;VILLASILOS;CALLE;V;3;;;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;446634;4474720;4.042.139.055.687.810;-36.290.715.518.506.200;913 043 400;;nslagranada@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3537;Parroquia Nuestra Señora de la Guía;;;;Metro: Begoña (línea 10)   Bus: 66, SE70, 173, 175, 176, 178, 174, 124, 134, 135, 67.  Bicimad: Estación 249 (paseo de la Castellana, 298).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d5fef4d7f71c010VgnVCM1000000b205a0aRCRD;CONDE DE TORRALBA;CALLE;V;18;;;;;MADRID;MADRID;28046;CASTILLA;CHAMARTIN;441899;4480889;4.047.665.558.059.810;-3.685.447.979.564.620;917 353 227;;nuestrasenoradelaguia@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3583;Parroquia Nuestra Señora de la Luz;;;;Metro: Avenida de la Paz (línea 4).    Bus: 40.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af6fef4d7f71c010VgnVCM1000000b205a0aRCRD;FERNAN NUÑEZ;CALLE;V;4;;;;;MADRID;MADRID;28016;HISPANOAMERICA;CHAMARTIN;443355;4478702;4.045.705.459.870.030;-3.668.088.452.254.940;913 504 574;;laluz@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3636;Parroquia Nuestra Señora de la Merced;;;;Metro: Artilleros (línea 9).  Bus: 20, 100, 30, 71.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=328fef4d7f71c010VgnVCM1000000b205a0aRCRD;CORREGIDOR JUAN FRANCISCO DE LUJAN;CALLE;V;101;;;;;MADRID;MADRID;28030;FONTARRON;MORATALAZ;445257;4472569;4.040.192.362.979.380;-36.451.174.140.611.600;917 739 829;;nuestrasenoradelamercer@archimadrid,es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3628;Parroquia Nuestra Señora de la Misericordia;;;;Metro: Portazgo (línea 1).  Bus: 10, 103.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49fef4d7f71c010VgnVCM1000000b205a0aRCRD;ARROYO DEL OLIVAR;CALLE;V;100;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;444132;4471308;40.390.498.084.308.700;-36.582.635.717.212.400;917 773 597;;nsmisericordia@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3630;Parroquia Nuestra Señora de la Montaña;;;;Metro: Vinateros (línea 9).  Bus: 71.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57afef4d7f71c010VgnVCM1000000b205a0aRCRD;CORREGIDOR JOSE DE PASAMONTE;CALLE;V;15;;;;;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;445070;4473706;4.041.028.203.945.750;-3.648.697.619.851.560;913 282 981;;pamontan@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
18323;Parroquia Nuestra Señora de la Palabra;Su actividad pastoral la realiza junto a Santa María del Camino.;;;Metro: Pavones (línea 9).  Bus: 32.  Bicimad: Estación 221 (calle Hacienda de Pavones, 342).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=610a444a2951c010VgnVCM2000000c205a0aRCRD;VALDEBERNARDO;CALLE;V;29;;;;;MADRID;MADRID;28030;PAVONES;MORATALAZ;446378;4472549;4.040.182.534.803.040;-36.319.179.727.289.900;917 721 569;;smcaminoynspalabra@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3640;Parroquia Nuestra Señora de la Paz;;;;Metro: Pacífico (líneas 1 y 6), Menendez Pelayo (línea 1), Conde de Casal (línea 6).  Bus: 10.  Bicimad: Estaciones 76 (avenida del Mediterráneo, 19) y 178 (calle León Gil de Palacio,3).  Aparcamiento: Daoíz y Velarde (23) avenida Ciudad de Barcelona (calle Alberche y calle Téllez).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9bfef4d7f71c010VgnVCM1000000b205a0aRCRD;VALDERRIBAS;CALLE;V;37;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442731;4473120;40.404.845.091.517.300;-36.762.102.912.144.000;915 514 817;;paz@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3647;Parroquia Nuestra Señora de la Peña y San Felipe Neri;;;;Metro: Nueva Numancia (línea 1).  Bus: 141, 136, 24, 54, 57, 58, 10, 111, 310.  Bicimad: Estación 226 (camino de Valderribas, 94).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ccfef4d7f71c010VgnVCM1000000b205a0aRCRD;PUERTO DE CANFRANC;CALLE;V;19;;;;;MADRID;MADRID;28038;NUMANCIA;PUENTE DE VALLECAS;443722;4472086;40.397.479.094.982.800;-3.663.174.621.176.330;913 284 530;;nspneri@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3649;Parroquia Nuestra Señora de la Piedad;;;;Metro: Portazgo (línea 1).  Bus: 103, 310.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fdfef4d7f71c010VgnVCM1000000b205a0aRCRD;ANTONIO FOLGUERAS;CALLE;V;24;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;443851;4471192;40.389.425.117.562.900;-36.615.757.072.519.300;914 783 737;;;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3685;Parroquia Nuestra Señora de la Soledad;;;;Metro: Almendrales (línea 3) .  Bus: 6, 78.  Cercanías Renfe: Doce de Octubre (línea C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91ffef4d7f71c010VgnVCM1000000b205a0aRCRD;VISITACION;CALLE;V;1;;;;;MADRID;MADRID;28026;ALMENDRALES;USERA;440419;4470480;4.038.278.165.234.560;-3.701.943.242.826.910;917 924 245;;pnssoledad@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3696;Parroquia Nuestra Señora de la Vega;;;;Metro: Peñagrande (Línea 7).  Bus: 42, 126, 128, 49.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2400ef4d7f71c010VgnVCM1000000b205a0aRCRD;CHANTADA;CALLE;V;28;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439615;4480550;4.047.342.973.121.860;-3.712.371.011.419.380;917 383 506;;parroquia.vega@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3413;Parroquia Nuestra Señora de las Américas;;;;Bus: 153 Metro: Canillejas (línea 5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cd413db5b71c010VgnVCM1000000b205a0aRCRD;ESPIREA;CALLE;V;1;;;;y 3;MADRID;MADRID;28042;PALOMAS;HORTALEZA;447554;4477991;4.045.091.617.161.170;-3.618.497.275.627.040;917 412 898;;nuestrasradelasamericas@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3420;Parroquia Nuestra Señora de las Angustias;;;;Metro: Palos de la Frontera (línea 3), Atocha-Renfe (línea 1).  Bus: 27, 247, 47, 55, 102, 8.  Cercanías Renfe: Atocha (C1, C2, C3, C4, C5, C10).  Bicimad: Estaciones 120 (calle Palos de la Frontera, 27), 168 (paseo Santa María de la Cabeza, 29), 51 (Ronda de Atocha, 2).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee413db5b71c010VgnVCM1000000b205a0aRCRD;RAFAEL DE RIEGO;CALLE;V;16;;;;;MADRID;MADRID;28045;PALOS DE MOGUER;ARGANZUELA;441373;4473101;40.404.570.222.656;-36.922.113.517.835.200;914 678 126;;nsangustias@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3487;Parroquia Nuestra Señora de las Delicias;;;;Metro: Delicias (línea 3).  Bus: 19, 247, 45, 47, 59, 85, 86, 8, 55, 6.  Cercanías Renfe: Delicias (C1, C10 y Regional).  Bicimad: Estación 172 (calle Bustamante, 1).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=710513db5b71c010VgnVCM1000000b205a0aRCRD;DELICIAS;PASEO;V;61;;;;;MADRID;MADRID;28045;DELICIAS;ARGANZUELA;441124;4472418;40.400.281.290.485.500;-3.693.817.192.160.560;915 392 036 / 915 278 982;;pnsdelicias@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3528;Parroquia Nuestra Señora de las Fuentes;;;;Metro: Barrio del Pilar (línea 9).  Bus: 134, 137.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=041513db5b71c010VgnVCM1000000b205a0aRCRD;VILLA DE MARIN;CALLE;V;39;;;;;MADRID;MADRID;28029;LA PAZ;FUENCARRAL-EL PARDO;440761;4481136;40.478.791.247.256.000;-3.698.895.603.938.760;913 147 361;;parroquialsfts@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3633;Parroquia Nuestra Señora de las Nieves;;;;Bus: 133.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b610ef4d7f71c010VgnVCM1000000b205a0aRCRD;NURIA;CALLE;V;47;;;;;MADRID;MADRID;28034;MIRASIERRA;FUENCARRAL-EL PARDO;440252;4482540;4.049.140.244.900.580;-37.050.444.338.904.100;917 345 210;;parroquianieves@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
59885;Parroquia Nuestra Señora de las Rosas;;;;Metro: Las Rosas (línea 2).  Bus: 38, 140, 153.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=51858ed67151c010VgnVCM2000000c205a0aRCRD;SUECIA;CALLE;V;44;3ª;C;;;MADRID;MADRID;28022;ROSAS;SAN BLAS-CANILLEJAS;448778;4475076;4.042.474.138.741.860;-36.038.284.716.396.200;917 600 847;;parroquia_rosas@adsis.org;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3699;Parroquia Nuestra Señora de las Victorias;;;;Metro: Valdeacederas (línea 1).  Bus: 49, 11, 124, 66.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4920ef4d7f71c010VgnVCM1000000b205a0aRCRD;AZUCENAS;CALLE;V;34;;;;;MADRID;MADRID;28039;VALDEACEDERAS;TETUAN;440644;4479482;4.046.388.293.930.120;-37.001.328.900.210.600;915 791 418;;lasvictorias@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3378;Parroquia Nuestra Señora de Loreto;;;;Metro: Barajas (línea 9).  Bus: 105, 115, 166.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=962513db5b71c010VgnVCM1000000b205a0aRCRD;ALAS;CALLE;V;21;;;;;MADRID;MADRID;28042;TIMON;BARAJAS;450536;4480397;40.472.782.707.983.800;-3.583.519.841.567.790;913 010 183;;parroquialoreto@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3406;Parroquia Nuestra Señora de los Álamos;;;;"Metro: Miguel Hernández (l&amp;igrave;nea 1).  Bus: 144, 54.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=293513db5b71c010VgnVCM1000000b205a0aRCRD;LEON FELIPE;CALLE;V;1;;;;;MADRID;MADRID;28038;PALOMERAS SURESTE;PUENTE DE VALLECAS;445882;4471065;40.388.415.511.526.400;-36.376.247.314.054.800;913 801 819;;nsalamos@telefonica.net;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3419;Parroquia Nuestra Señora de los Ángeles;;;;Metro: Cuatro Caminos (líneas 1, 2 y 6).  Bus: 149, 3, 45, 37, 127, F, C1, 124, C2, 128, 64, 66.  Bicimad: Estación 132 (calle Santa Engracia, 168).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb4513db5b71c010VgnVCM1000000b205a0aRCRD;BRAVO MURILLO;CALLE;V;93;;;;;MADRID;MADRID;28003;VALLEHERMOSO;CHAMBERI;440283;4477480;4.044.582.194.466.380;-3.704.249.536.061.220;915 334 343;;nsdelosangeles@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3426;Parroquia Nuestra Señora de los Apóstoles;;;;Metro: Pavones (línea 9).  Bus: 32.  Bicimad: Estación 221 (calle Hacienda de Pavones, 342).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e5513db5b71c010VgnVCM1000000b205a0aRCRD;LUIS DE HOYOS SAINZ;CALLE;V;94;;BIS;;;MADRID;MADRID;28030;VINATEROS;MORATALAZ;445926;4472692;4.040.308.441.341.840;-36.372.446.005.644.700;913 714 411;;nsapostoles@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3488;Parroquia Nuestra Señora de los Desamparados y San Lucas;;;;Metro: San Cristóbal (línea 3).  Bus: 79, 59.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d07513db5b71c010VgnVCM1000000b205a0aRCRD;PINAZO;PLAZA;V;8;;;;;MADRID;MADRID;28021;SAN CRISTOBAL;VILLAVERDE;441333;4466023;4.034.269.836.877.540;-3.690.748.444.170.570;917 950 874;;parroquiasdesancristobal@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3400;Parroquia Nuestra Señora de los Dolores;;;;Metro: San Bernardo (líneas 2 y 4), Quevedo (línea 2), Bilbao (línea 1 y 4).  Bus: 149, 3, 37, 147.  Bicimad: Estación 3 (plaza del Conde Suchil 3).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=638513db5b71c010VgnVCM1000000b205a0aRCRD;SAN BERNARDO;CALLE;V;103;;;;;MADRID;MADRID;28015;ARAPILES;CHAMBERI;440273;4476060;4.043.115.695.362.470;-37.054.523.141.302.100;914 454 922 (despacho) / 915 938 245 (sacristía);;virgendelosdolores@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3582;Parroquia Nuestra Señora de Luján;;;;Metro: Peñagrande (línea 7).  Bus: 42, 126, 147, 128, 49, 132, 137.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e40ef4d7f71c010VgnVCM1000000b205a0aRCRD;PONFERRADA;CALLE;V;49;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439586;4480840;4.047.604.004.759.660;-3.712.740.722.111.240;913 860 478;;lujan@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3587;Parroquia Nuestra Señora de Madrid;;;;Metro: Plaza de Castilla (líneas 1, 9 y 10), Chamartín (líneas 1 y 10).  Bus: 177, 124, 134, 135, 147, 173, 175, 176, 178, 67, 107, 66, 174, T62.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C4, C8, C10).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f060ef4d7f71c010VgnVCM1000000b205a0aRCRD;CASTELLANA;PASEO;V;207;;;;;MADRID;MADRID;28046;ALMENARA;TETUAN;441602;4480125;4.046.974.331.401.810;-36.888.811.723.416.300;913 152 018;;lamadonademadrid@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3631;Parroquia Nuestra Señora de Moratalaz;;;;Metro: Vinateros (línea 9).    Bus: 30, 32.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8370ef4d7f71c010VgnVCM1000000b205a0aRCRD;ENTRE ARROYOS;CALLE;V;19;;;;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444463;4473316;40.408.600.459.377.900;-36.545.388.944.947.900;914 390 732;;pqnsmoratalaz@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3686;Parroquia Nuestra Señora de Sonsoles;;;;Metro: Quintana (línea 5).  Bus: 109.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1680ef4d7f71c010VgnVCM1000000b205a0aRCRD;TIMOTEO DOMINGO;CALLE;V;38;;;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;445334;4475975;4.043.262.085.711.330;-36.445.146.633.230.400;913 675 693;;despacho@parroquiasonsoles.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3405;Parroquia Nuestra Señora del Aire;;;;Bus: 155, 34.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea853d232e91f010VgnVCM1000000b205a0aRCRD;MAESTRA JUSTA FREIRE;CALLE;V;72;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;435006;4469533;4.037.384.611.247.720;-3.765.600.966.674.100;917 055 400;;parroquiaaire@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3351;Parroquia Nuestra Señora del Buen Consejo y San Isidro;;;;Metro: La Latina (línea 5), Tirso de Molina (línea 1).  Bus: 002, M1, 35,31, 50, 65, 18, 23, 17.  Bicimad: Estaciones 40 (plaza del Conde de Romanones, 9), 39 (plaza de la Cebada, 16), 32 (plaza de la Provincia, 1).  Aparcamientos: Plaza Mayor (55) y Mercado de la Cebada (501) plaza de la Cebada.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88a513db5b71c010VgnVCM1000000b205a0aRCRD;TOLEDO;CALLE;V;37;;;;;MADRID;MADRID;28005;EMBAJADORES;CENTRO;439984;4473834;40.412.964.921.671.900;-3.707.383.827.213.780;913 692 037;;pquiabuenconsejoysanisidro@archimadrid.es;/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos; 
3468;Parroquia Nuestra Señora del Buen Suceso;;;;"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6).  Bus: 001, 1, 133, 138, 44, C2, C1, 62, 74, 002, C03, 21, 2.  Bicimad: Estaciones 123 (calle Guzmán el Bueno, 1), 114 (calle Quintana, 11).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42cdb069a541f010VgnVCM1000000b205a0aRCRD;PRINCESA;CALLE;V;43;;;;;MADRID;MADRID;28008;ARGUELLES;MONCLOA-ARAVACA;439280;4475655;40.429.309.223.105.900;-37.158.546.113.947.400;915 482 245;;;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3453;Parroquia Nuestra Señora del Camino;;;;Bus: 28, 48, 140.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bb513db5b71c010VgnVCM1000000b205a0aRCRD;FENELON;CALLE;V;20;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN BLAS-CANILLEJAS;448016;4476469;4.043.724.312.359.380;-36.129.247.183.261.300;917 416 273;;sradelcamino@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3456;Parroquia Nuestra Señora del Carmen y San Luis Obispo;;;;Metro: Sol (líneas 1, 2 y 3) Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5).  Bus: 001, 1, 2, 3, 46, 74, 002.  Cercanías Renfe: Sol (lineas C3, C4 y Regional).  Bicimad: Estación 56 (Plaza del Carmen, 1).  Aparcamientos: El Corte Inglés Preciados (93) calle Preciados y plaza del Carmen (8).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30e513db5b71c010VgnVCM1000000b205a0aRCRD;CARMEN;CALLE;V;10;;;;;MADRID;MADRID;28013;SOL;CENTRO;440271;4474413;4.041.820.147.265.780;-37.040.557.419.650.400;915 226 769;;parrocarmen@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3455;Parroquia Nuestra Señora del Carmen (El Plantío);;;;Metro: Almendrales (línea 3).  Bus: 78.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adc513db5b71c010VgnVCM1000000b205a0aRCRD;VICTORIA;AVENIDA;V;51;;;;;MADRID;MADRID;28023;EL PLANTIO;MONCLOA-ARAVACA;429664;4480506;40.472.250.375.109.800;-3.829.734.993.889.670;913 077 222;;parroquiaelplantio@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
18329;Parroquia Nuestra Señora del Consuelo;;;;Bus: 136, 144.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f31a444a2951c010VgnVCM2000000c205a0aRCRD;CLEOPATRA;CALLE;V;13;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;444248;4470414;40.382.443.086.711.500;-36.568.303.430.346.200;917 783 554;;nsconsuelo@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3500;Parroquia Nuestra Señora del Encuentro;;;;Metro: Alvarado (línea 1), Cuatro Caminos (líneas 1, 2 y 6).  Bus: 127, 44.  Bicimad: Estaciónes 204 (calle Doctor Santero, 1), 237 (calle Francisco Balseiro, 1).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=550613db5b71c010VgnVCM1000000b205a0aRCRD;PEDRO BARREDA;CALLE;V;22;;;;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;440164;4478123;40.449.733.492.947.100;-3.706.931.935.930.270;915 533 959;;;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3503;Parroquia Nuestra Señora del Espino;;;;Metro: Plaza de Castilla (líneas 1, 9 y 10).  Bus: 42, 124, 49, 66, 149.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e71613db5b71c010VgnVCM1000000b205a0aRCRD;CONDE DEL SERRALLO;CALLE;V;17;;;;;MADRID;MADRID;28029;ALMENARA;TETUAN;441345;4479781;4.046.668.866.504.900;-36.919.994.096.952.900;917 331 734;;jacenacu@yahoo.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3538;Parroquia Nuestra Señora del Henar;;;;Metro: Diego de León (líneas 4, 5 y 6), Cartagena (línea 7).  Bus: 72, 73.  Bicimad: Estación 191 (calle Alonso Heredia, 1).  Aparcamiento: Díaz Porlier (60) calle Diego de León 64.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a890ef4d7f71c010VgnVCM1000000b205a0aRCRD;AGUSTIN DURAN;CALLE;V;20;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;442884;4476418;4.043.644.698.832.370;-3.673.437.710.416.200;913 564 162;;parroquiahenar@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3398;Parroquia Nuestra Señora del Perpetuo Socorro;;;;Metro: Bilbao (líneas 1 y 4).    Bus: 147, 37, 40, 21, C03, 3.    Bicimad: Estación 124 (calle Manuel Silvela, 20).    Aparcamiento: Olavide (52) plaza de Olavide.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a2613db5b71c010VgnVCM1000000b205a0aRCRD;MANUEL SILVELA;CALLE;V;14;;;;;MADRID;MADRID;28010;TRAFALGAR;CHAMBERI;440714;4475740;40.430.178.452.666.600;-36.989.461.839.797.200;914 469 550;;perpetuosocorro@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
